,Unnamed: 0,comment_text,toxic
5681,5681,"legolas2186 

is a fag",1
12932,12932,"DEATH TO ARABS! FREE THE JEWISH HOMELAND OF JUDAH AND SHOMRON FRÓM ILLEGAL ÁRAB OCCUPATION! END ARAB COLONIALISM AND ARAB IMPERIALISM! 

DEATH TO ARABS! FREE THE JEWISH HOMELAND OF JUDAH AND SHOMRON FRÓM ILLEGAL ÁRAB OCCUPATION! END ARAB COLONIALISM AND ARAB IMPERIALISM!",1
25904,25904,"There is nothing more ambiguous in logic than Evolution. Have you guys upgraded your knowledge and Science, to the latest available publications ? Because all this that you are using to explain ambiguous, sounds a bit weak in convincing capability,
to anybody with any capacity to determine facts and truth !(  )",0
12500,12500,"ANI 

There are some whiners butt-hurt about comments you made.  32.175.156.35",1
20827,20827,"To MilborneOne and Andrew Davidson: Thank you for this discussion; it was a close call for me.  The criteria that make the most sense to me are that flyable aircraft were built with at least one successful flight (first flight), even if the aircraft did not sell.  I was unaware of the Baade aircraft, and will include it.",0
21445,21445,"""

 A barnstar for you! 

  The No Spam Barnstar The Anti-Spam Barnstar is awarded to users who do an exceptional job fighting against spam on Wikipedia.   """,0
13974,13974,"GG 
I thought you miscarriged? anyways gg in your baby, i would fucking knock you up any day",1
16073,16073,", so that the proton itself reaches fusion distance",0
3404,3404,i like to fuck sheep because I'm a frosty piece of shit,1
463,463,I'm very upset that you've done this to me and ur a big shithead !!!!! I think that ur probbly black bcuz ur stupid,1
21851,21851,"""

OK, from now on, it's a """"parody.""""   """,0
26101,26101,"what it is not clear enough to you, you still cant admit it. I knew in 1st grade that there were no electrons, and when I asked the question, they said I had Attention deficit disorder. They would not answer me and made me take ritalin, and blamed my disruptiveness on it and doped me out ont their drugs. Now I know who really has attention deficit disorder, YOU. You need to know that your science is nothing but quackery, and you need to wake up. Take some ritalin until you have a heart attack, and die, because that will be a better death than drinking raw sewage, which the United States isnt far from becoming. you have attention deficit disorder you cant even wake up that there is no electron and this science is quackery. take some ritalin so you will shut up, and then die.",0
27630,27630,"""

 Refdeskbot 

Hi Martin, can you please check the latest archival done by RefDeskBot to the WP:HD. It took off all the header info along with the archival  (talk) """,0
3650,3650,"""

 Are you kidding me? What does this guy have to do to have somebody shoot across his bow, once?  Murder somebody? GabeMC is out of control!! This editor has insulted many editors repeatedly. He mispells user names repeatedly, to intimidate, accuses all opposers, of his idea, as socks, calls them trolls, charges them with harrassment and is generally abusive. He incites other users to drum up charges against """"his enemies"""" of this issue. He has been warned before for changing """"The"""" to """"the"""" in musical articles while his own launched medcom mediation is in progress, ebfore, and yet when his misbehaviour is pointed out in ANI he creates such a ruckess with sidetrack issues he gets away with more disruption and a blessing. He has had editors topic banned, adminstrators banned for a six month period and investigations into every editor that has ever disagreed with on this topic. He has disrupted many Beatles talk pages with his """"Straw Polls"""" simultaneously for the same the/The issue when he doesn't get the right support. He is currently edit warring with the exact same edit, as well as a few others in the Pink Floyd article after you appear to have gave him a bigger feather in his cap for exhibiting [WP:Battleground]] behaviour for my complaint of WP:3RR.  WTF? Has we developed a Prima Donna that is untouchable, no matter what behaviour he demonstrates? A further opposing editor of his just committed WP suicide with an indef block that he requested due to the same WP:admin garbage processes.   

In short! Your Prima Donna editor   

You can edit WikPedia!

But only if you can suck good cock!

Now make this disappear, again, to hide your embarrasment. I would be ashamed of it if I were you! Now shut your piehole sockpuppet! 99.251.125.65  

Ohhh Reindeer! Here comes the talk page abuse charge! OMG! We're all gonna' die!! 

I'm melting!  I'm melting!
99.251.125.65  """,1
16930,16930,"United States 
I just bought one an hour ago, and I live in the United States, meanining it is obviously sold here.",0
21434,21434,"Not quite'. 'Checking the minor edit box signifies that the current and previous versions differ only superficially (typographical corrections, etc.), in a way that no editor would be expected to regard as disputable'. Point taken nonetheless.",0
17541,17541,"""
Hm User:FkpCascais cleverly addresses JodyB thinking that he can win the argument by finding an admin to block me. Ironic, since he had just recently gotten himself blocked, not for edit-warring, but for disruptive editing (such as the removal of sources) and personal attacks. Jody, I feel I simply have to clarify this: the man is lying to you. After I made some minor edits  on the Draža Mihailović article, he arrived and started editing wholesale  (removing very well sourced info, altering quoted historical documents, ethnically discriminating against authors who's ethnicity he did not approve of, etc.). All this in spite of being asked numerous times not to edit-war to keep his controversial new edits in, but to discuss on the talkpage thread I had opened . In spite of the discussion, he edit-warred until the article got protected with his new edits inserted and the sourced text altered or removed.  (TALK) """,0
28894,28894,"Vandalism 

Perhaps because of your ESL difficulties, you continue to place inaccurate information in [League of Extraordinary Gentlemen (film) ] and have started to stalk me- incorrectly reverting my edits.  Please stop.",0
12400,12400,"Screw you to goddamn hippies!!

Wikipedia Sucks!!!!

WAVegetarian likes LITTLE BOYS!!",1
30333,30333,LOL Charging you with burning my britches isn't a personal attack.,0
5946,5946,YOU PIECE OF MEXICAN BURRITO!!!!! LEAVE OUR PAGE ABOUT BRYAN ROLLISON ALONE!!!!!!!!,1
5212,5212,]] is a dumbfuck racist Undertale fan.,1
10013,10013,SagaiousPHil who is a pillockbrain not the elast sagacious has the tiny mind of the low intellect that hates being corrected by his superiors.,1
17341,17341,"I found a better reference.
In ,page 24, 

Theoretically, polygamy can assume any one of three possible forms: polygyny or the marriage of one man to two or more wives at a time, polyandry or the coexistent union of one woman with two or more men, and group marriage or a marital union embracing at once several men and several women.  Of these, only the first is common.

And on page 25 

A statistical analysis of Kaingang genealogies for a period of 100 years showed that 8 per cent of all recorded unions were group marriages, as compared with 14 per cent for polyandrous, 18 per cent for polygynous, and 60 per cent for monogamous unions.

The disadvantage of working at a medical school is that the anthropology texts are not extensive, but they aren't checked out often either. This had been sitting on the shelf for over 20 years, deep in the recesses of the basement. Murdock is a sufficient reference for polygamy including group marriage.",0
10699,10699,Fuck shit kwa kwa kwa!!!,1
4844,4844,"well, you know, fuck your idea of 'notability', and fuck your line. i make this art for others and i don't ask for anything in return, so if wikipedia cannot deal with my artistic practice its most probably as corrupt as the fucking system itself. don't excuse me for my language, i make my own choices. and if i must make money to be considered notable, then fuck the world too.",1
20930,20930,"Aggie Pool 
Pool/Spa maintenance. Cleaning, Chemicals, Equipment Problems. 
Open 9-5 Everyday 
281-610-3469",0
20003,20003,""":As far as 1, possibly.  If he's not had any involvement outside of that particular incident then we probably don't need to include his name - someone interested can always go to the source for more information.  Looks like you already figured out number 2 )    babelfish 

""",0
27810,27810,", 19 April 2006 (UTC)
Neither of those statements is backed up by anything in WP:NOT. Please, please, please read the policies. The ERP article you championed is more in violation of WP:NOT than the real time editor. Calm down. Slow down. Read the policy.  21:43",0
18414,18414,"Trailer vs. Final Film 

I noticed that in a trailer for the film, Roddy had two hamster butlers, while in the actual film, he's the only pet living in the house. What's up with that?",0
4773,4773,"Sitush you are an ass.  I do not know who let you loose on Wikipedia, NCRT textbooks are writtin from the sources in the India Office Archive. Every historical work including that of Seely depends to some extent on primary sources that work has been published and the authors of the Singahi article have cited from it.
These are spurious and non academic grounds of objecting to the article. Its just making mischief, I invite anybody from a higer academic background to examine all Sitush   edits. 

Examining Sitush|talk]]) edits all over Wikipedia as I have done establishes he is a menace and taking wikipedia backwards. Sitush I suspect you are just a 14 year old kid treating wikipedia as a toy",1
15172,15172,this user:xeno likes to put ketchup on little boys penises and bite it off,1
18125,18125,"remember this at leadst 

Remember: don't hack into places where you're not meant to be, because its not good for you!

You no what I mean...",0
5137,5137,"above, though. I just dont like them complaining apes. That's all. And worse than complaining apes? The politically correct. To hell with political correctness!",1
5452,5452,Meters is a piece of shit as well as User:Ponyo.,1
14093,14093,uhhhh YOU DON'T OWN THIS SITE. SO DON'T TOUCH MY ARTICLES.,1
3167,3167,"listen ass  

I suggest you STOP trying to harass and threaten me.  I am NOT making disruptive, inappropriate or hard to read edits, or violating ANYTHING. you are PURPOSELY harassing and bothering me.  The fact of the matter is that Belinda is SPANISH MEXICAN.  There is NO source that shows that she renounced her Spanish citizenship.  GO AHEAD!!! TRY AND FIND IT!! It does NOT exist.  I do not give a shit if you give me a level freakin 10 warning.  You are purposely picking on me and you need to STOP.  I am not making ANY disruptive or nonconstructive edits and I suggest you get your fat ass off the computer and get a life instead of bothering me.",1
11737,11737,"MY USER PAGE I WILL SAY WAHT I WANT
I do not vandalize, so fuck you. HA",1
24562,24562,"""

I also agree that there could be a greater focus on the """"laws"""" section. I also think that a few statistics that showed the percentage of women affected by violence or the affects of the dowry system put into numbers would help make this article more concrete. Expanding on how the dowry system exactly related to violence will be helpful. It is well cited, it just needs expansion. The added parts are very important and have been written very well!  """,0
14466,14466,"YOUR PAGE 

I own this page, if you dont comply I will sue you for 1 billion dollars",1
15216,15216,"recent deleatist vandalization
dear extreemist.  Your recent jabber on extreemist groups gave no indication why you were deleating ligitimate links from the see also freedom fighters and opression.  Younappear to be promulgating terror by depriving the world of forums to work out differences and ideas.  Please stop yout jewish hate.

(pastdr ban text  here but server deleted it)). You are cowards and dishonest.",1
29134,29134,this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this page shall be deleted.this,0
11013,11013,"This is ridiculous. You use the name of a great dead man; and try to fit me into your schemes. Tell us who you are, what is your name, religion, country. Did you take the name of Diderot because of his hate to the Church?
Shamir",1
14108,14108,"You are a Mormon hack that thinks Mitt Romney will win you are wrong! 

By the way Jesus is not real and never will be.  You are wasting your life doing what you are doing because Jesus ain't real.  Jesus thinks you are dumb.  Mormons are stupid and Joseph Smith played the greatest con on mankind ever.  You are a total
Mormon fool!",1
30358,30358,"""

 Yellow Kid scan 

The text of scan of the full page """"Yellow Kid"""" is ... well, almost unreadable.   The .jpg file format is simply inappropriate (due to lossy compression artifacts).  Can you please replace this with a scan in PNG format (PNG uses a lossless compression method, so preserves the details of the scan, especially text, MUCH better than a JPEG file.   76.243.106.37  """,0
10854,10854,"Cesc Fabregas 

I see it's been changed that he now plays for Chelsea. Looks like I was right all along? how do you like that you little bitch? I was right and you were wrong.",1
20705,20705,""" 2010 (UTC)

An interesting comment:  """"Convict leasing isn't the same as slavery where there's ownership and title. However, I would agree that we could amend the lead to read: """"effectively abolished slavery...""""

True there is a difference with chattel slavery and forced prison slave labour. One ended w/ the 13th amendment, and the other was legalised under the 13th amendment (not the Corwin Amendment of 1861). In other words, what would be the legal justification for the prison labour in California, Oregon and other states that practise this form of human rights abuse without the """"involuntary servitude"""" clause? WWhat do you think they were referring to? 

Futhermore, I don't see a problem including this in the article, so long as it is a small reference, and not the focus of the article. As to scholarship, there is reputable work on this, and there is no doubt that starting in 1866 the prison chain gangs were leased to private business, plantations, mines etc for being picked up for the most frivilous charges. Yes they were mostly black. The mortality rate was higher than chattel slavery because they were leased and not owned. Virtual life sentences on absurd charges directed against black people w/ forced labour is slavery, though not chattel. This was systematic and went on until WW2, though today's version is slightly different. Now, some of you asked for refrences and rightly so. Slavery by Another Name by Douglas Blackmon, who is a respected writer & journalist and received the Pulitzer Prize for this book which is on this very topic. That's the point. This is FAR from original research, and there are other scholars who've written about it. Now I haven't edited the article nor will I unless there is some agreement w/ others editors here, but I'd like to know the issue as it is now. How do other editors feel? 

One other thing, American historians do not always agree on things, and I have noticed at least one conspicious neo-Confederate argument in the article (unsourced), though on a different part of the article. So yes it's important to look at historians, but on some topics there's a whole lot of rubbish, particularly w/ slavery issues, so a consensus by historians may never happen, and sadly ideological agendas do exist, and I understand what you blokes mean about good sources. I'd say that keeping this article from vandalism is far more important.  15:00, 18 July""",0
22161,22161,"WHY?! 

Why do I have AIDS!!",0
411,411,"Hey shithead 

Hey shithead

Where are you?

Are you too busy sucking on someone's cock to talk right now?

119.245.89.79",1
15618,15618,""" , I and   —Preceding undated comment added  

 , I and  (talk ⋅ contribs) We do not care that WIKINEWS even considers Dr. Rafizadeh as an expert and interviewed hin here: https://en.wikinews.org/wiki/Wikinews_interviews_Scott_Lucas,_Eyal_Zisser,_Majid_Rafizadeh_about_risks_of_US_military_intervention_in_Syria

We """"simply, do not care. We do not care even if he publishes on CNN or NYT or quoted on CNN and New York Times like here 

http://www.cnn.com/2013/06/16/opinion/iran-rouhani-syria-rafizadeh/index.html
http://globalpublicsquare.blogs.cnn.com/2012/08/07/jobs-key-to-middle-easts-revolutionary-wave/
http://edition.cnn.com/2013/05/08/world/meast/syria-shiites

Does not matter even if BBC World service made bio of him here: http://www.bbc.co.uk/programmes/p01gsjfk

Dos not matter if CNN and France International wrote about him and his family members being killed here  

http://www.france24.com/en/20120831-syria-majid-rafizadeh-kidnap-family-targetted-civil-war-shabiha-opposition-bashar-assad

I and  (talk ⋅ contribs) will never change our opinion.  (talk is always right. 

We also dont care that he published in almost all national and international outlets including scholarly and academic works like here  https://scholar.google.com/scholar?hl=en&q;=majid+rafizadeh+&btnG;=&as;_sdt=1%2C29&as;_sdtp= 

I and  (talk are right. We are Jewish and we are right and we will never change our opinion whatever evidence you show.

""",0
4012,4012,Fuck you are an asshole! Why be such a prick an stuff the wrong date in there just to piss me off!,1
4713,4713,"intervei CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE",1
27053,27053,"""

 DJ Peterson 

The link you added on the DJ Peterson page is broken.  Also, the information you added is incorrect.  Zunino was drafted 3rd overall.  — Preceding unsigned comment added by 24.16.215.84   
 I fixed the link. Also, the information was initially correct when I first added it, but a later edit made the sentence incorrect: Peterson is the highest drafted player in New Mexico Lobos history, not Mariners. 24Mati 

 Your revert of my edit on the page about Roblox 

I should have cited my other sources. Those include Youtube, and items on Roblox (decals, models)

Youtube 1: https://www.youtube.com/watch?v=GJEJNoxoiIQ
Youtube 2: https://www.youtube.com/watch?v=DBkDFv0WR5o
Youtube 3: https://www.youtube.com/watch?v=kLy5FCJZIng
Decal 1: http://www.roblox.com/April-Fools-Smile-item?id=76579753

  
 YouTube videos are not considered reliable, as anyone can upload a video and make a claim. The Decal is also not a reliable source, since the description itself is not enough, and like YouTube, self-published sources are not considered reliable. For the hacking incident, the only way for it to be mentioned here is through either a reliable source, like a news group, or by the developers itself. I believe the game's developers have a blog, which can be accessed from the site itself, and if one of the developers wrote a blog entry about it (a passing mention is not notable), it can be added. 24Mati 

 Erm, here the blog: http://blog.roblox.com/2012/04/april-1st-site-issue-and-update/ — Preceding unsigned comment added by  (talk • contribs) 
 Alright, thanks for providing it. While the blog does mention the eventual shutdown due to """"site issues"""", I doubt it'll be enough to be added to the article, since one who's new to Roblox and reading the page would believe it was just for routine maintenance, when it was much worse; David Baszucki didn't say exactly what the cause was, which - in the case of the videos - was various hackings, it seems, and you can't add in details that the source doesn't provide. For the most part, if you can find another blog post from the developers, or a reliable source (as I said, a news agency, for example), that actually explains what happens, then it might merit inclusion. 24Mati 

 Found a source. http://roblox.wikia.com/wiki/April_Fools_Hack_2012?file=Ropacalypse.png Proof of moderatorship: https://twitter.com/BrianReddus & http://www.roblox.com/User.aspx?ID=34300. — Preceding unsigned comment added by  (talk • contribs) 
 Twitter and Wikia usually are not reliable sources, especially the latter, like Wikipedia. As I had said, if you can find a reliable source, like a news agency, that discusses the hackings in detail, then it might be considered. Blog posts from anyone not affiliated with Roblox, profiles and tweets are not enough. 24Mati 

 Pending changes/reviewers 

I've added the 'reviewer' right to your account, as I believe you've evidenced yourself worthy of the ability to deal with Pending Changes. You might want to take a",0
28238,28238,Just experimenting. Assume good faith.,0
28803,28803,"I didn't at all advocate consulting UD, I'm not sure where you got that. I've researched all major rule 34-oriented things. While 34 can encapsulate real forms of pornography, considering the ease of which it is to draw a picture versus enact something, and how theoretical fictional ideas will always outnumber real possible ones, it's a fair argument to say that 34 is predominantly cartoon. Unless the term has it's own article, where's a better place to redirect it than here?",0
26900,26900,I have added this banner because there have been quite a few significant additions from many users/IPs to the article in the past few weeks. I am not an expert on the subject but I feel that a quick review by an expert on the topic (possibly from the Pharmacology WProject) could improve this article.,0
13735,13735,Well fuck u ur just a twat,1
3578,3578,EXCIRIAL YOU ARE A JOKE - DO NOT PISS ME OFF REMOVE THE BLOCK,1
28119,28119,"Some helpful advice ) 

Look shithead, why the fuck did you delete my redirects—clit rock and butt rock? They are perfectly synonymous with the names of the articles they redirected to. Of course, you must be one of those musically ignorant philistine faggots who seem to crawl all over the Internet. 

Tell you what, I'll give you some helpful on how not to be such a retarded poof:
Find a way to go back in time.
Go back to the year when you were an infant.
Go to the house you grew up in.
Tell you bitch-ass mother to not keep dropping you on your head. Tell that ho that because of her, you magically developed symptoms of Down's Syndrome as you grew older. So much so that these you have to become a mindless vanda-fight admin-gnome on Wikipedia cause that's the only productive thing you can do.

I hope you don't take this the wrong way. I'm just trying to help somebody with far less mental facility than I. Best of luck with your future, and remember that thanks to medical advances Down's syndrome patients are slowly getting integrated into normal society. So there's hope for you yet )",0
4910,4910,Am I welcome on Wikipedia? My brother is an abusive sockpuppet and I'm scared that I will be blocked if I say who.,1
5162,5162,{unblock}} well at least i'm not a gay fag like you and your mom,1
